Iteration	 training_error			 testing_error
133			 533.8068775306868	 264.0318272823126
134			 532.779584419528	 255.2050821712439
135			 523.6075917152144	 253.02950050371075
136			 522.055124692856	 258.8456324733354
137			 511.72206644299126	 248.7968246237063
138			 511.68223421455116	 253.13304215214913
139			 507.498480467325	 245.95493649368828
140			 505.69859352612923	 222.85156986608084
141			 500.6055799750038	 244.07101817697145
142			 495.8848909807992	 250.57093263488306
143			 487.7007679931145	 227.8805662693074
144			 487.22047855035277	 247.95617151945447
145			 484.1678704931954	 227.24280435284368
146			 475.02760262734495	 232.06778411490856
147			 472.105426500895	 234.72308723906198
148			 470.32745374662335	 223.24832716767676
149			 465.01638389619353	 220.14341325075702
150			 460.5193249624145	 226.95781540344805
151			 457.66064234169	 231.61449757556144
152			 452.7596134660898	 209.1215996475788
153			 446.900193326367	 221.55350051028802
154			 444.187100072345	 214.8475166343143
155			 439.7218657788714	 205.7128557746629
156			 438.6084881228884	 223.7199393597144
157			 433.398271633795	 206.08152842998888
158			 428.93997389543387	 217.23321271454012
159			 426.44453937694226	 212.85024264086863
160			 423.30837718843344	 214.2930287227226
161			 414.0849126565595	 208.429490393497
162			 412.462292998103	 197.62232496589982
163			 408.06773530294083	 199.0359483481539
164			 405.77445015453316	 195.5610425658589
165			 407.52775433306	 205.3509328913905
166			 398.4140492277491	 186.15861608364287
167			 394.0789822664953	 187.87914665271828
168			 387.8066657877344	 194.53931965043446
169			 388.7911462673214	 211.87138808280105
170			 384.2760109745756	 189.8874853670219
171			 380.24833768710675	 181.5830557498003
172			 374.42598427258383	 181.9452201949362
173			 372.7443784607796	 181.9958341130824
174			 369.9851903729045	 186.9225454388827
175			 367.39003651359434	 174.52326190246603
176			 359.727628994342	 182.23312100923343
177			 361.2912161303913	 183.71031589377918
178			 352.40257048251823	 179.20609720214657
179			 353.499670472501	 174.78039765377983
180			 349.35821594338415	 173.4217067177418
181			 351.60837565610353	 186.91776160614953
182			 343.30715163855086	 163.50800296373941
183			 339.0298316499814	 172.68714831102042
184			 339.317327673289	 159.49185670830587
185			 333.02389198108125	 166.69777171663128
186			 332.4672553843023	 166.20510153309218
187			 326.702499345549	 162.3602480685173
188			 325.7401587661727	 162.00977369587469
189			 315.68972230869406	 160.11612497555709
190			 319.3254829469553	 163.11874971291056
191			 316.4115292419053	 162.5637834717526
192			 311.5831551369049	 153.93308192867397
193			 312.2940780434454	 157.35920102478192
194			 305.7939532310756	 159.1101727159521
195			 303.41428286113205	 158.6546314259582
196			 300.4251949598829	 145.7749681877097
197			 292.9496015537653	 151.2893830625653
198			 292.97484679297133	 151.51416146236897
199			 293.7862908359917	 144.44407660754294
200			 289.3045705005203	 146.56189136893192
201			 285.0926951233162	 140.2621636379297
202			 284.2823455310716	 139.6183500646328
203			 280.716836286416	 139.241178087826
204			 274.7307567802844	 133.4985611777556
205			 269.15904821464744	 142.1404385759765
206			 271.28642189347994	 137.24335095206223
207			 266.12445779633566	 143.3658359927789
208			 265.63538465874893	 145.43757753804024
209			 259.803839064013	 140.2689076634945
210			 259.8963058843912	 138.01802932418127
211			 259.38919638125645	 135.40974970867236
212			 252.49422371229824	 137.24333929600576
213			 251.21920955872838	 132.64305810044925
214			 243.86061019365832	 129.0249745422179
215			 241.22530302967422	 135.70981511556428
216			 246.7937682297608	 135.75160827663242
217			 242.04777373000167	 128.0086262409794
218			 237.4594146499217	 121.13779828216214
219			 232.40053509241648	 123.17187033468443
220			 235.57388901650558	 126.20025470404097
221			 235.32541139219802	 120.41859442094541
222			 225.45063690292474	 121.72667760845397
223			 222.3697784708133	 119.84330765066262
224			 223.80726341888712	 119.61132514212758
225			 218.91106119745413	 120.76245048514332
226			 218.77475724732065	 116.31326879977063
227			 217.40463345837927	 121.64469000209918
228			 210.76870332710624	 116.73440929201551
229			 208.2409686517606	 121.53541997326819
230			 210.7224468417887	 113.13143763271155
231			 209.06815325481114	 113.73923866677555
232			 208.11040124840127	 109.92681829838278
233			 203.0211836733125	 112.40011871967334
234			 202.38294266609554	 107.12807966606135
235			 199.0159360341781	 111.52006626914454
236			 195.38947291360444	 108.96831693906977
237			 191.02447218592673	 100.31527397829024
238			 188.60088922120238	 101.45521273433712
239			 187.54981448020567	 103.26680922279435
240			 183.77194327819728	 99.84952311529734
241			 181.04454765185918	 106.85908823749403
242			 180.27974796812748	 94.6470313385236
243			 172.98812704871114	 92.2233942486629
244			 176.12234005943458	 96.04828562909704
245			 173.32472221718592	 91.54368262924785
246			 170.5571824671861	 93.64804894866954
247			 170.832557086545	 93.70755683468772
248			 170.9150705961614	 89.20669655774381
249			 164.27353562300496	 89.05057918230497
250			 165.20331507080755	 86.98447837141799
251			 164.38789994298656	 86.87819678862373
252			 160.7704995297077	 87.13704677676195
253			 159.53133248525916	 84.96247045456708
254			 157.0729472700495	 87.86683023533557
255			 154.8917120049722	 84.15423222516577
256			 154.59784170900258	 79.82300278561638
257			 153.16015487879972	 78.88328898291431
258			 151.26886377828083	 87.14206027227002
259			 150.94719245974736	 81.28554946307709
260			 148.11919123011023	 84.34493123706322
261			 142.44292968513273	 78.19698031804825
262			 141.43109575170033	 75.39016811532696
263			 138.57828980973815	 72.72287726583801
264			 136.65451162730702	 72.68445199173132
265			 136.23963834293087	 75.15596212856009
266			 136.32903813850186	 72.95340436078743
267			 134.42472335373594	 71.84286100974403
268			 131.20195053041073	 67.40712782382634
269			 130.15687873620953	 69.82913597886242
270			 127.68950188660783	 67.6078095645169
271			 126.98985298954332	 65.85624089779323
272			 126.1839968411179	 66.37478157260288
273			 125.07564862312385	 70.7484968995995
274			 124.42983474122062	 64.60716256782526
275			 121.00057938209416	 60.28861592155176
276			 119.28815663468856	 64.64476374741142
277			 119.89661142375685	 62.82823265680609
278			 117.99665230377052	 61.29122004621725
279			 116.60483493236579	 57.64604655225624
280			 113.74140527350104	 56.95196506531292
281			 113.28340033179914	 58.854526298174434
282			 112.95275208870099	 58.75435693493468
283			 110.62339532069397	 59.325496852104735
284			 109.6520209670329	 56.525447540283324
285			 108.19343838579555	 56.444956469593315
286			 106.5955096153458	 55.36018205012648
287			 106.23548089680601	 54.77684351167696
288			 103.1749747771911	 53.30466509643481
289			 101.9323369761309	 53.33659116620656
290			 101.10977414252993	 51.7475324200383
291			 100.68850338368613	 51.49952032447186
292			 99.48717257421978	 52.22033583312056
293			 98.35143483096128	 52.04535261804067
294			 97.44910580078253	 50.50939027792297
295			 95.17155892360374	 49.42306433947318
296			 94.63867346661594	 49.98367996532125
297			 93.70657881249117	 49.340044650454395
298			 92.36865045269913	 47.12161952014263
299			 90.36514271583617	 46.43879684276539
300			 89.40110712373838	 46.98847237615428
301			 89.14894483873934	 45.764945817924456
302			 85.40195891095738	 45.972528614523476
303			 83.84732938034972	 44.38716562580593
304			 84.09038530685974	 42.72039903389541
305			 83.28634070826585	 42.02917814127978
306			 81.11780924832412	 40.42076924337288
307			 80.47019019488205	 40.18582835188571
308			 79.76219286741096	 40.40115326458257
309			 78.90157999583343	 40.794890311230496
310			 78.35644924546433	 40.55750077073802
311			 76.96522526652646	 39.87378539199153
312			 76.16701917358513	 39.149157111552384
313			 75.16628226501038	 39.31014199742831
314			 73.78519638426518	 38.08454671378955
315			 72.88527220260812	 37.053839574836175
316			 71.47875985211374	 36.41444593196011
317			 70.56962231805826	 36.305389040566595
318			 69.82600452310541	 35.57029264189757
319			 68.43901815907232	 37.33896461595842
320			 68.13853250350743	 36.96803189679773
321			 68.07415843861658	 35.06794837614311
322			 66.87314639913286	 34.33325511925964
323			 65.68368121493486	 33.57512314014891
324			 64.62696067344206	 34.21627761656485
325			 64.27374118912347	 33.171668397577605
326			 62.64682951641701	 32.61724422457713
327			 61.54585100686221	 31.740898608984576
328			 60.84790590580366	 31.994284476362516
329			 60.34982176342806	 31.094512660444135
330			 60.194741326238606	 31.58687870352949
331			 59.424759987614415	 31.87045782083201
332			 58.51997002926974	 30.65689829265456
333			 57.53884955476744	 29.821565493114736
334			 56.98402756477123	 29.3811037327471
335			 56.20460154370256	 28.602523463544426
336			 55.0323859644554	 29.139816943617223
337			 54.75159458241254	 28.32714711114417
338			 53.82476421393232	 27.804557723441338
339			 53.14165652502797	 27.826068118578828
340			 52.10456146617435	 27.806263975613643
341			 52.094684699430914	 27.481681606073913
342			 51.32285483368641	 27.266637234357823
343			 50.861000491881285	 26.532430730725444
344			 50.467297466294426	 26.17276959168732
345			 49.558324582152174	 26.048441519393137
346			 48.95044480062488	 25.502161633966757
347			 48.85247918320981	 25.53192638418838
348			 48.74228830144975	 25.37096659001435
349			 47.967768168311395	 25.199555913652297
350			 47.14238832496655	 24.93494532730137
351			 46.582732783640246	 24.030221352752246
352			 46.18633721314248	 23.769168677379344
353			 45.661002080951846	 24.083254490556197
354			 45.25013665110255	 23.69858278605089
355			 44.08456129400009	 23.19148406639355
356			 43.529627983642776	 22.707752434928043
357			 43.22549589141994	 22.482717747498288
358			 42.913875877584516	 22.94335526308952
359			 42.25719475438878	 22.48839245101885
360			 41.7528857276826	 21.929798011051954
361			 40.871371888306896	 21.551288778010036
362			 40.198965460225644	 21.373230185960185
363			 39.899151779491	 20.794787054082672
364			 39.61197596257573	 21.076702708400806
365			 39.23401894910193	 20.856134942009202
366			 38.447158587984354	 20.218068816568152
367			 37.848626750086055	 20.55159151116604
368			 37.40229525884196	 20.141416865185704
369			 36.80455851416108	 19.690957242768373
370			 36.31460032640943	 19.27472808505689
371			 35.80943667875698	 18.818512911993
372			 35.065064543425166	 18.99120264106851
373			 34.81785750533036	 18.28927786068973
374			 34.45365817905756	 18.387666697121215
375			 33.896437797176375	 18.178376109637128
376			 33.3760765506377	 18.249377897858924
377			 33.219695479699475	 18.01492229516381
378			 32.56268725936989	 17.596329081778503
379			 32.04761106602547	 17.326537816353124
380			 31.46790214816615	 17.133203346103887
381			 31.11524836179453	 16.874105327354133
382			 30.607824517098642	 16.820373654379562
383			 30.378601938811368	 16.642883747254427
384			 29.948888964571037	 16.31437037218825
385			 29.618312793751528	 16.26606238934639
386			 29.278723461054085	 16.190611710237253
387			 28.9895993878385	 15.699820129654576
388			 28.499251958078606	 15.475538695065902
389			 28.150408636851136	 15.464399912227911
390			 27.8143336810936	 15.02341342930466
391			 27.226431408722988	 15.04087896692074
392			 26.974132262642154	 14.93423279819539
393			 26.653672031748695	 14.80125220478202
394			 26.320924544769817	 14.519079128115571
395			 26.0834881911865	 14.504944092568191
396			 25.640891627813645	 14.138273112051998
397			 25.42906044578415	 13.960548003121398
398			 24.970033555487888	 13.832321250854848
399			 24.71763562128908	 13.519954760423683
400			 24.25251189001476	 13.337760181497874
401			 23.976971883700724	 13.15396136776488
402			 23.64510356116348	 13.021041881926752
403			 23.41696183641272	 12.928089656145552
404			 23.130534845370534	 12.819063188211352
405			 22.965421060205696	 12.634880676917533
406			 22.744160205245244	 12.46196051983492
407			 22.475491553319376	 12.522294580537727
408			 22.062629970715363	 12.219582186144805
409			 21.900716238677898	 11.937091604076098
410			 21.507686327087917	 12.01149323049431
411			 21.442796796116955	 11.880648336710943
412			 21.175752069722066	 11.857398561722974
413			 20.86051534482263	 11.721300929125194
414			 20.600760709517786	 11.453736749286405
415			 20.387815993618545	 11.355067092117054
416			 20.00364176362235	 11.253340505133027
417			 19.810850519310204	 11.192381977493033
418			 19.68171680598237	 11.008411402499997
419			 19.37046342635207	 10.848932191728101
420			 19.133062780473452	 10.68388030166177
421			 18.950456044598248	 10.61542894190199
422			 18.57158253179603	 10.520098081623372
423			 18.334737464010306	 10.400939056064017
424			 18.09571633453765	 10.279681832614362
425			 17.906962022475955	 10.118159332230388
426			 17.602450416511065	 9.989119548773925
427			 17.369348503441724	 9.808413104223883
428			 17.08003397756552	 9.619228614756526
429			 16.984064656428167	 9.538270702795542
430			 16.74239837196441	 9.43093995812393
431			 16.504592127470698	 9.374091897999728
432			 16.295538574179655	 9.252263557469435
433			 16.046970920314127	 9.153046324951488
434			 15.934741790342065	 9.060924673271366
435			 15.722832013420563	 8.932766715754784
436			 15.495200125784446	 8.839765229517816
437			 15.318746208671621	 8.716678259910378
438			 15.099937192509776	 8.68568459971204
439			 14.906649104176754	 8.570995965341343
440			 14.695783461544528	 8.44849910625722
441			 14.486517213708266	 8.345092801277572
442			 14.289326431236871	 8.272680766182457
443			 14.054225045696247	 8.15948540376785
444			 13.950420789361365	 8.125927148145298
445			 13.797294370694601	 8.001179030360934
446			 13.613944278483993	 7.9315673404744125
447			 13.451670529759264	 7.8301568373471975
448			 13.305460492077797	 7.725237299583366
449			 13.087953359389429	 7.649969500371243
450			 12.887129208755976	 7.554856858679402
451			 12.74481795408359	 7.462817994673133
452			 12.55724005732484	 7.372162186531038
453			 12.419100167325714	 7.311130089120855
454			 12.257144234778655	 7.218551501466283
455			 12.126271016237446	 7.127062715221595
456			 11.925149362760616	 7.06731592306461
457			 11.792533243237466	 6.973567159722845
458			 11.61772510384647	 6.904374534047754
459			 11.467160026299823	 6.85610952315226
460			 11.329525628617128	 6.784118902545636
461			 11.171887513632013	 6.711177033361952
462			 11.022342903280466	 6.611164364401826
463			 10.860245418333202	 6.5641114970630445
464			 10.731769455173298	 6.480042341699318
465			 10.602629711738448	 6.405592240475153
466			 10.451547159776945	 6.3253724252915005
467			 10.314341271290838	 6.2759131028390716
468			 10.18009487294449	 6.24399299748345
469			 10.055101030619115	 6.169023239947235
470			 9.907042105344269	 6.1125861590815855
471			 9.78444734091949	 6.044335079597996
472			 9.653977164593863	 5.994036892195797
473			 9.522797902754125	 5.927145983433402
474			 9.393209550759204	 5.881779135140392
475			 9.261289048067216	 5.826515921557546
476			 9.139743977141116	 5.778283195359148
477			 9.017154980452759	 5.720670912649962
478			 8.907003421349042	 5.667119730338737
479			 8.78768979513859	 5.615248864231199
480			 8.676392194014538	 5.571053822096889
481			 8.552771335612363	 5.509636761250664
482			 8.433702305488392	 5.453118962525593
483			 8.317700688841896	 5.396966288235697
484			 8.199098919981845	 5.349902312400533
485			 8.081005210887415	 5.302527373072602
486			 7.976302381318409	 5.260064999167546
487			 7.858357029392759	 5.217177681079302
488			 7.750128399029787	 5.176511421448176
489			 7.639640843963787	 5.140168013788604
490			 7.538318960753802	 5.102775718250587
491			 7.438301182288352	 5.059932697271828
492			 7.3369370381361385	 5.0176177559384545
493			 7.232348580795175	 4.973519335911598
494			 7.126929324432313	 4.93716591805915
495			 7.0239344511791755	 4.897069783418001
496			 6.924378310681531	 4.858324604656253
497			 6.820884242806419	 4.821537254280515
498			 6.720522726357199	 4.782233466641602
499			 6.625929206481086	 4.744953508539454
500			 6.527831904558854	 4.710363970971767
